Device Name,LPR Status
NV-SandLBuilding-FV2,LPR is running fine
IN-PlazaPark-FV2,LPR is running fine
CO-ResidenceInn-FV1-Warranty2,LPR is restarting.....check!!!!
DR-FV1,LPR is running fine
TX-EnergyPlaza-FV2,LPR is running fine
TX-707Redemption-FV2-Warranty4-LVL-3-NEST-EXITS,LPR is running fine
IL-CH616-TradersSelfPark-FV3,LPR is running fine
PA-PPMC-FV3,LPR is running fine
AZ-Esplanade-J3-Impact1-102-802,LPR is running fine
TX-707Redemption-FV1-Warranty3-MAIN,LPR is running fine
MN-Interstate-MN2053-JacksonRamp,LPR is running fine
FL-BeachPlace-FV2,LPR is running fine
CA-AvalonWestDublin-FV2,LPR is running fine
TX-FoundryII-LPRCON-ExitWar,LPR is running fine
FL-100NTampa-FV2-Warranty,LPR is running fine
MD-OnelightSt-FV,LPR is running fine
"CO-DENAIR-133,134,135",LPR is running fine
FL-CT5-FV3-PortCanaveral,LPR is running fine
City-Of-Lexington-VicSqRevExit-LEXPARK,LPR is running fine
"NY-KingsPlaza-FV5-16,7,17",LPR is running fine
FL-TLH-FV1-PLAZA-EXITS,LPR is running fine
IL-CH612-FV2-200W-Randolph,LPR is running fine
GA-BuckheadVillage-FV-Warranty,LPR is running fine
PA-UPMC-MercyVRH-FV4,Unknown Status
CA-J3-CenturyPark-FV9War,Unknown Status
CA-CampusatHorton-FV1,Unknown Status
PA-AllentownStrata-FV1,LPR is running fine
PA-BoroWestChest-FV2,LPR is running fine
CA-PetersenAutomotive-FV2-warranty,LPR is running fine
GA-GardenHills-FV4,LPR is running fine
CA-Pier39-Fv1WARR,LPR is running fine
"IL-MPG-1,2,3",LPR is running fine
"CO-DENAIR-78,79,80",LPR is running fine
TX-HartlandGarage-Upper-Level,LPR is running fine
MA-CityOfProv-MacMillan-1-WAR1,LPR is running fine
PA-AllentownComDeck-FV4,LPR is running fine
GA-RoyalCapital-Level3,LPR is running fine
"CO-DENAIR-75,76,77",LPR is running fine
CA-AvalonWestDublin-FV1,LPR is running fine
PA-MarketSquareGarage-EntryController,LPR is running fine
NY-Albany-QuackenbushFV2,LPR is running fine
MA-CityofMalden-FV2,LPR is running fine
TX-Raiderpark-FVWarr-Boston,LPR is running fine
NC-401NTryonSt-FV1War,LPR is running fine
CA-ColoradoCenter-26thSt-Warr,LPR is running fine
PA-AllentownATC-FV2,LPR is running fine
FL-555Washington-FV,Unknown Status
MD-2100LST-FV,LPR is running fine
KY-CVG-FV2,LPR is running fine
IL-MPG-FV2-GPS,LPR is running fine
FL-JungleIsland-FV2,LPR is running fine
NJ-HolyNameMedicalCenter1-Warranty,LPR is running fine
FL-BeachPlace-FV3,LPR is running fine
OR-CityofEugene-FV6-Warranty,LPR is running fine
AR-LRCVBConventionDistrict-FV1,LPR is running fine
IL-OldPostOffice-FV2,Unknown Status
NV-HardRockLT-FV2Warranty1,LPR is running fine
MO-8000Maryland-FV,LPR is running fine
FL-DestinFtWalton-FV4,LPR is running fine
MI-DetroitSmartParkingLab-FV1,LPR is running fine
MA-UNUM-EatonEntry1CONT,LPR is running fine
CA-Foundry31-FVWARR,LPR is running fine
WI-AppletonInternational-FV2Warr2,LPR is running fine
TX-707Redemption-FV6-Warranty-LVL-4-NEST,LPR is running fine
AZ-CityscapeEast-FV2,LPR is running fine
MT-Bozeman-FV3Warr,LPR is running fine
CA-CBX9-NEW-LOTC,LPR is running fine
MI-TrolleyPlaza-FVWarr2,LPR is running fine
DC-WashHospCent-FV1-Warr,LPR is running fine
PA-NorthStreet-FV1,LPR is running fine
FL-100NorthTampa-FV-Warranty2,LPR is running fine
MA-MercantileCenter-TunnelExitCONT,LPR is running fine
NV-Uncommons-Fv1,LPR is running fine
GA-GardenHills-FV2,LPR is running fine
OH-222West7th-FV2Warr2,LPR is running fine
TX-FoundryII-LPRCON-Entry,LPR is running fine
VA-CoVB-FV2,LPR is running fine
"CO-DENAIR-81,82,83",LPR is running fine
NV-PS2Uncommons-FV2Warr,LPR is running fine
MT-Bozeman-FV1Warr,LPR is running fine
TX-707Redemption-FV2-LVL2-Nest,LPR is running fine
CO-VailHospital-3-Main-Exit-R-LPR,LPR is running fine
FL-PortCanaveralWar2,LPR is running fine
UT-LAHotel-FV1,LPR is running fine
AZ-Esplanade-J3-Impact10-109-209,LPR is running fine
TX-FastParkHOU-FV1,LPR is running fine
CA-CampusAtHorton-Fv4,Unknown Status
NC-FastParkRDU-FV1,LPR is running fine
TX-Kemah-FV4Warr,LPR is running fine
NJ-RutgersUniversity-FV12,LPR is running fine
WA-UnionSquare-Left,LPR is running fine
CA-OTN-FV2-CBX,LPR is running fine
"CO-DENAIR-50,54,55",LPR is running fine
CT-TrueNorthStamford-FV2-BellSt,LPR is running fine
TX-ShopsAtRivercenter-FVC-Crockett-R-Exit-(8),LPR is running fine
TX-HOUAquarium-FV1,LPR is running fine
IL-183WMonroe-FV2,Unknown Status
WY-TetonVillage-Crystal,LPR is running fine
GA-JWMarriottSPRD-MainExit,LPR is running fine
FL-NW84thST-NEExit-Doral-Blue,LPR is running fine
"CO-DENAIR-41,42,43",LPR is running fine
AZ-Esplanade-J3-Impact4-101-201,LPR is running fine
WY-TetonVillage-FV1-Ranch,LPR is running fine
FL-CT5-FV1-PortCanaveral,LPR is running fine
IL-RooseveltCollection-FV1,LPR is running fine
WA-SafecoPlaza-FV1-Warr,LPR is running fine
FL-EdgewaterCollective-FV,LPR is running fine
CA-CBXOverflowExpansionLanes-FV1-LOTFw,LPR is running fine
WI-Appleton-FV1,LPR is running fine
NY-WhitePlainsHospital-FV2,LPR is running fine
AR-LRCVBRobinsonCenter-FV2,LPR is running fine
MD-TwinBrookQuarter-FV1,LPR is running fine
"CO-DENAIR-35,36,37",LPR is running fine
NC-1BACParking-FV4Warr,LPR is running fine
TN-CartaNorth-Entry-FV1,LPR is running fine
NJ-HeadquartersPlaza-Hotelcontroller1-Replacement,LPR is running fine
IL-MillenniumParkLakeside-REV-EXITS-10-11-12,LPR is running fine
"NY-KingsPlaza-FV2Warr-2,3,4",LPR is running fine
IL-GrantParkN-FV2,LPR is running fine
NJ-HolyNameMedicalCenter2-Warranty1,LPR is running fine
TX-3212ECesarChavez-EastlakeTillery-Entry,LPR is running fine
OH-200PublicSq-FV1,LPR is restarting.....check!!!!
OH-TowerCity-FV1-Canal-1,LPR is running fine
NJ-GalaxyTowers-FV1,LPR is running fine
MillraceEntry,LPR is running fine
City-Of-Lexington-HelixMLKEntry-LEXPARK,LPR is running fine
NY-ShopsAtAtlas-FV4Warr,LPR is running fine
AZ-CityscapeEast-FV4,LPR is running fine
IL-CH612-FV1Warr-200W-Randolph,LPR is running fine
"CO-DENAIR-127,128,129",LPR is running fine
GA-Campus244-FV1,LPR is running fine
NC-BOAGatewayGarage-FV2,LPR is running fine
PA-Easton3rd-RightEntryExit,LPR is running fine
PA-PennFirst-LeftExit,LPR is running fine
DC-OneFreedomPlaza-Fv,LPR is running fine
IL-MillenniumParkLakeside-ENTRIES-1-2//REV-ENTRY-3,LPR is running fine
UT-222SMainSt-FV3,Unknown Status
IL-GrandParkS-Entry1-GPS,LPR is running fine
NJ-HeadquartersPlaza-P2Northcontroller2,Unknown Status
PA-PolkStreetGarage-FV2,LPR is running fine
PA-UPHSPCAMGarage-FV1,LPR is running fine
PA-UPMC-MercyVRH-FV3Warr,Unknown Status
VA-CoVA-RedGarage-FV5,LPR is running fine
TX-SouthVictory1-FV3,LPR is running fine
GA-Echo-FV1Warranty,LPR is running fine
NC-SeventhStreet-FV1-Warr,LPR is running fine
NV-PS1Uncommons-FV1,LPR is running fine
"IL-MPG-4,5,6",LPR is running fine
GA-PeachyAirport-Outdoor-FV3,LPR is running fine
NJ-PrincetonEast-FV-2,LPR is running fine
CA-CBX13-NEW-LOTE1,LPR is running fine
NY-QueensCenter-FV8JCP,LPR is running fine
PA-ConventionCenter-FV2,LPR is running fine
CT-Hartford21Residential-FV(Warr),LPR is running fine
GA-Echo-FV1-WAR1,LPR is running fine
FL-PortCanaveral-CT1-FV4-W,LPR is running fine
PA-NorthStreet-FV2,LPR is running fine
NY-ShopsAtAtlas-FV6,LPR is running fine
CA-Springline-FV2,LPR is running fine
FL-20NOrange-Fv1Warr2,LPR is running fine
City-Of-Lexington-HelixMainStEntry-LEXPARK,LPR is running fine
FL-1100LincolnRd-FV1,LPR is running fine
GA-EchoStWest-FV1-West-Midtown-Commercial,LPR is running fine
FL-PortCanaveralWar1,LPR is running fine
VA-CoVB-FV13-25th-Street,LPR is running fine
KY-1standMain-FV1,LPR is running fine
NY-JamaicaCtr-FV1,LPR is running fine
OH-MableyPlace-FV3-Warranty2,LPR is running fine
IL-183WMonroe-FV1,Unknown Status
NV-PS1UnCommons-FV-Spare,LPR is running fine
CA-AVAHollywood-FV1Warr3,LPR is running fine
Hudson-Tea-Bloomfield-Entry,LPR is running fine
OH-TowerCity-FV9-Canal-4,LPR is running fine
VA-CityofVirginiaBeach-FV1-CoVB-25th-Street-SPARE,LPR is running fine
CA-ColoradoCenter-FV1-CloverfieldSt,LPR is running fine
GA-TPBRedDeck-FV6-P1ExecNest,LPR is running fine
NJ-PrincetonEast-FV-3,LPR is running fine
PA-AllentownComDeck-FV3Warr,LPR is running fine
CA-CBX2-NEW-VIPWest,LPR is running fine
NJ-RutgersUniversity-FV7,LPR is running fine
NC-1BAC-FV5Warr2,LPR is running fine
OR-CityOfEugene-FV-Economy,LPR is running fine
OR-EugeneAirport-LT,LPR is running fine
PA-UPHS3600Garage-FV6,LPR is running fine
MA-DockSquare-FVWarranty4,LPR is running fine
CA-CBX5-NEW-LOTJ,LPR is running fine
UT-GAHotel-FV4-RAWBeanLot,LPR is running fine
FL-HiltonMiamiBlue-FV2,LPR is running fine
TX-707Redemption-FV5-New,LPR is running fine
TX-816Congress-FVWarr,LPR is running fine
MO-FontaineWar1,LPR is running fine
FL-10Aragon-Nested-Area,LPR is running fine
IL-711SPlymouth-FVSig,LPR is running fine
RI-SSL-FV2-South-Street-Landing,Unknown Status
GA-BuckheadVillageDistrict-NorthUpperLeftExit,LPR is running fine
CA-ScrippsMercy-FV4-4->5//5->6,LPR is running fine
CA-CBX4-LOTA2,LPR is running fine
DC-1401HStNW-FV,LPR is running fine
CO-VailHospital-4-BLDG-2-Entry,LPR is running fine
GA-EchoStWest-FV3-West-Midtown-Commercial,LPR is running fine
AZ-201EWashington-NoName,LPR is running fine
NY-MetroMuseum-FV1EntryNew,LPR is running fine
NJ-RutgersUniversity-FV13,LPR is running fine
WA-ElliottWestCampus-FV1,LPR is running fine
TX-RiverSouth-Warranty2-,LPR is restarting.....check!!!!
TX-405Colorado-ContRightEntry,LPR is running fine
CA-Springline-FV1,LPR is running fine
CT-GoldBuilding-LPRCon-RevEntry-RevExit-Warranty,LPR is running fine
"IL-MPG-10,11,12",LPR is running fine
VA-CityofVirginiaBeach-FV5--CoVB-31st-Street,LPR is running fine
AZ-CityscapeWest-FV3,LPR is running fine
AR-LRCVBRiverMarket-FV2,LPR is restarting.....check!!!!
OR-BreweryBlock-FV2-Warranty,LPR is running fine
IL-MillenniumParkLakeside-REV-EXITS-7-8-9,LPR is running fine
CA-CenturyPark-FVWarr,Unknown Status
CO-VailHospital-5-BLDG-2-Exit,LPR is running fine
CA-CBX-FV-SPARE1LOTD,LPR is running fine
NJ-132SipAve-FV2,LPR is running fine
GA-Echo-FV2,LPR is running fine
NJ-HeadquartersPlaza-P5Southcontroller2,LPR is running fine
IL-WolfPoint-FV2-Reversibles,LPR is running fine
WA-ElliotWestCampus-Fv2-Warr1,LPR is running fine
NV-HRSLTahoe-FV1Warr-Golden_Nugget,LPR is restarting.....check!!!!
FL-PlazaCoral-FV2-Warr2,LPR is running fine
CO-UnionTowerWest-FV1,LPR is running fine
IL-TheSinclair-FV1,LPR is running fine
AZ-TheGrove-FV1,LPR is running fine
VA-WillamsburgNewport-J3-FV3,LPR is running fine
NY-ShopsAtSkyview-Spare4,LPR is running fine
PA-Waterfront-FV2Warr,LPR is running fine
IN-FP-FV1,LPR is running fine
CA-ColoradoCenter-Spare,LPR is running fine
MN-LawsonRamp-FV1-Warranty,LPR is running fine
PA-BoroWestChest-FV3,LPR is running fine
NY-NyackHospital-FV2,LPR is running fine
MA-UNUM-EatonExit1CONT-Warranty1,LPR is running fine
CA-CBX8-NEW-LOTJ3,LPR is running fine
NJ-OneNewarkCenter-FV2,LPR is running fine
AZ-CityscapeEast-FV3,LPR is running fine
GA-730-FV1Warr,LPR is running fine
WI-GrandAve-615-FV3-Interpark-The-Avenue,LPR is running fine
PA-PPLAllentown-FV2-Warranty,LPR is running fine
WY-TetonVillage-Spare2-Cody,LPR is running fine
NJ-Princeton-FvSpare,LPR is running fine
CO-VailHospital-2-Main-Exit-L-LPR,LPR is running fine
TX-SouthVictory1-FV1,LPR is running fine
PA-PH035-FV1,LPR is running fine
PA-Easton3rd-LeftEntryExit,LPR is running fine
MA-UNUM-FosterEntry3CONT,LPR is running fine
VA-CoVA-MaroonGarage-FV1,LPR is running fine
DC-55512thSt-FV1-WAR,LPR is running fine
PA-GatewayGarage-FV1,LPR is running fine
DC-20MassAve-FV1,LPR is running fine
AZ-201EWashington-FV2,LPR is running fine
NY-QueensCenter-FV6(JCP),LPR is running fine
GA-BUCKHEADVILLAGE-FV3-Warranty,LPR is running fine
CA-PetersonAuto-FV1,LPR is running fine
CT-TownCenterGarage-Fv2Warr,LPR is running fine
CA-CenturyTowers-FV5-Oly_7_8_9,Unknown Status
IN-MechantsGarage-FV2-Warranty,LPR is running fine
Pa-ConstHealth-Warr3,LPR is running fine
IN-327Denison-Replacement-FV2,LPR is running fine
"IL-MPG-17,18,19",LPR is running fine
MA-UNUM-FosterRightExitCONT,LPR is running fine
PA-PHLEmployeeLot-FV3,LPR is running fine
IL-WashingtonWells-EntryWest1Warr2,LPR is running fine
NY-Stuytown-FV6-Garage1,LPR is running fine
MT-Bozeman-FV8,LPR is running fine
UT-222SMainSt-FV2,Unknown Status
GA-GardenHills-FV1,LPR is running fine
MT-Bozeman-FV3-War,LPR is restarting.....check!!!!
NC-SeventhStreet-FV3-Warr,LPR is restarting.....check!!!!
PA-MarketSquareGarage-ExitController,LPR is running fine
GA-BuckheadVillage-FV5,LPR is restarting.....check!!!!
AZ-CityscapeWest-FV4,LPR is running fine
FL-DestinFtWalton-FV7-SPARE,LPR is running fine
GA-TPBRedDeck-FV5-P2-MID-REV/,LPR is running fine
TX-AustinCentre-FV-Warranty2,LPR is running fine
MO-StadiumWest-FV3,LPR is running fine
FL-Evermore-FV2,LPR is running fine
10FD23A00026-NY-626SheepsheadBay-FV,LPR is running fine
VA-CoVB-FV4,LPR is running fine
FL-PlazaCoralGables-FV-3,LPR is running fine
VA-CoVA-RedGarage-FV4,LPR is running fine
AZ-Esplanade-J3-Impact8-107-207,LPR is running fine
FL-DestinFtWalton-FV2,LPR is restarting.....check!!!!
CityofLexingtonCourthouse-BarrStExitL-LEXPARK,LPR is running fine
NJ-RutgersUniversity-FV9,LPR is running fine
FL-DestinFtWalton-FV3,LPR is running fine
NE-OmahaDouglas-FV2,LPR is running fine
OR-Beaverton-FV,LPR is running fine
MA-CityofMalden-FV1,LPR is running fine
MI-TrolleyPlaza-FVWarr3,LPR is running fine
City-Of-Lexington-HelixMainStExit-LEXPARK,LPR is running fine
TX-CampusOnLakeAustin-FV1Warr3,LPR is restarting.....check!!!!
FL-PortCanaveral-CT1-FV3-W,LPR is running fine
FL-FastparkMCO-FV1,LPR is running fine
NJ-OneNewarkCenter-FV1,LPR is running fine
MT-Bozeman-FV2-War,LPR is running fine
WA-PK-Dev-8thWalnutFV6,LPR is running fine
PA-CityofEaston4thSt-FV1,LPR is running fine
CA-CircaGroup-6-CAM-2F-LeftExit,LPR is running fine
WI-Appleton-FV3-Warranty1,LPR is running fine
CO-SheratonDen-FV3,LPR is running fine
PA-PHLEmployeeLot-FV4,LPR is running fine
MT-Bozeman-FV1warr1,LPR is running fine
TX-J3-QALabTest,LPR is restarting.....check!!!!
IL-TheaterDistrict-FV2,LPR is running fine
TX-AlleyTheater-FV2-Warranty,LPR is running fine
FL-Wynwood28-FV1,LPR is restarting.....check!!!!
WA-SafecoPlaza-FV2,LPR is running fine
NY-Albany-QuackenbushFV1-Warranty,LPR is running fine
CA-PetersenAutomotive-FV1peterson,LPR is running fine
GA-PeachyAirport-Canopy-FV2,LPR is running fine
NY-YPA-FV3-Government_Center,LPR is running fine
NY-Rivercasino-FV,LPR is running fine
IL-CH618-Franklin_Self_Park-FV1War,LPR is running fine
TX-Kemah-FV1-Warr,LPR is running fine
NV-Uncommons-PS1FV3,LPR is running fine
TX-3212ECesarChavez-EastlakeTillery-Exit,LPR is running fine
AZ-Esplanade-J3-Impact7-106-206,LPR is running fine
WI-IsaacsGarage-FV1-BairdCenter,LPR is running fine
CA-888SOlive-FV,LPR is running fine
CO-OnePlatte-FV2,LPR is running fine
PA-UPHSSouthStreet-FV1,LPR is running fine
PA-8thWalnut-FV2-ArtsWalk,LPR is running fine
AZ-Esplanade-J3-Impact6-105-205,LPR is running fine
"CO-DENAIR-249,86,87",LPR is running fine
AR-LRCVBRiverMarket-FV1,LPR is restarting.....check!!!!
Ny-Stuytown-FV5-Garage6,LPR is running fine
HI-KaimukiaGateway-FV1Warr-CivilBeatsPlaza,LPR is running fine
NC-FastParkRDU-FV2,LPR is running fine
PA-WashSquare-FVwarr2,LPR is running fine
TX-600Congress-FV2-2,Unknown Status
CA-BeverlyConnection-FVWarranty3,LPR is running fine
GA-Campus244-FV2,LPR is running fine
MN-LawsonRamp-R1-FV3,LPR is running fine
"CO-DENAIR-136,138,139",LPR is running fine
GA-RoyalCapital-Level2,LPR is running fine
OR-EugeneAirport-LongTermLeftEntry,LPR is running fine
"CO-DENAIR-53,148,248",LPR is running fine
TX-ShopsAtRiverCenter-FVC-Commerce-L-Exit-(2),LPR is running fine
CT-TownCenterGarage-Fv1Warr,LPR is running fine
TX-719OliveSt-FV1,LPR is running fine
TX-SouthVictory1-FV4,LPR is running fine
MN-StPaul-FV1-Holiday,LPR is running fine
CA-CircaGroup-1-CAM-1M-Entry,LPR is running fine
CA-MontereyPark-FlashVision1--CourtyardMarriottMontereyPark-ExitCONT2,LPR is running fine
"CO-DENAIR-104,109,107",LPR is running fine
NV-TheDHotel-FV,LPR is running fine
WI-GrandAve-615-FV1Warr-Interpark-The-Avenue,LPR is running fine
MT-Bozeman-FV2Warr,LPR is running fine
MA-CityofMalden-FV3,LPR is running fine
NY-YPA-FV4-Government_Center,LPR is running fine
CO-VailHospital-7-Monthly-Exit-Warranty,LPR is running fine
TX-600Congress-FV1-2,Unknown Status
PA-PennFirst-RightExit,LPR is running fine
AR-LRCVBRobinsonCenter-FV1,LPR is running fine
KY-CVG-FV1,LPR is running fine
PA-GatewayGarage-FV2,LPR is running fine
NY-KingsPlaza-FV688,LPR is running fine
MA-DockSquare-FVSpare,LPR is running fine
VA-CoVB-FV14-9th-Street,LPR is running fine
NJ-RutgersUniversity-FV3,LPR is running fine
NJ-HeadquartersPlaza-P5Southcontroller1,LPR is running fine
GA-BuckheadVillage-FV,LPR is running fine
CA-BeverlyConnection-FVWarranty4,LPR is running fine
NY-Stuytown-FVSpare03-replaced_by->NJ-HQPlaza-NestedP1,LPR is running fine
MD-TowsonCommons-FV2Warranty2,LPR is running fine
NV-PS3Uncommons-FV2,LPR is running fine
PerryBrooks-Exit,LPR is running fine
NY-QueensCenter-FV7(JCP),LPR is running fine
TX-KemahBoardwalk-FVNew2,LPR is running fine
OH-TowerCity-FV14-50-FT-1,LPR is running fine
CO-1800Larimer-FVWAR1-CircaDenver,LPR is running fine
"CO-DENAIR-108,114,115",LPR is running fine
VA-CoVB-FV1-Orange,LPR is running fine
CA-Scripps1-FV1-Spare-for-now,LPR is running fine
FL-NW84thST-SEEntry-Doral-Green,LPR is running fine
CA-CenturyPark-1FV10,Unknown Status
"CO-DENAIR-12,13,14",LPR is running fine
NY-YPA-FV1-Buena_Vista,LPR is running fine
ND-MinotAirport-FV3,LPR is running fine
Hudson-Tea-Bloomfield-Exit,LPR is running fine
"CO-DENAIR-56,57,149",LPR is running fine
MO-KienerPlazaWest-FV2,LPR is running fine
NC-SeventhStreet-FV2WAR,LPR is restarting.....check!!!!
PA-AllentownATC-FV1,LPR is running fine
IL-OldPostOffice-FV1,Unknown Status
PA-HamiltonGarage-FV,LPR is running fine
DC-1001GSt-Exit,LPR is running fine
CT-GoldBuilding-LPRCon-LLExit(Exit2),LPR is running fine
CA-Foundry31-FV2,LPR is running fine
CA-CBX-FV-SPARE3LotA,LPR is running fine
CA-NortheasternUniversity-FV1,LPR is running fine
FL-ParkAt420-FV1Linux,LPR is running fine
GA-CentergyGarage-1FVWarr,LPR is running fine
NV-SandLBuilding-FV1,LPR is running fine
Hudson-Tea-15th-Street-Entry,LPR is running fine
UT-LAHotel-FV3,LPR is running fine
TX-405Colorado-ContLeftExit,LPR is running fine
WA-UnionSquare-Monthly,LPR is running fine
TX-1515CesarChavez-FV,LPR is running fine
PA-Waterfront-FV1,LPR is running fine
TX-707Redemption-FV3-Lvl3,LPR is running fine
CA-J3-CenturyPark-FV2War,Unknown Status
PA-8thandWalnut-FV1-PPLAllentown,LPR is running fine
FL-PaseoBlvd-SEEntry-Doral-Red,LPR is running fine
PA-AllentownATC-FV3,LPR is running fine
GA-CentergyGarage-4FVWarr,LPR is running fine
CA-CBX7-NEW-LOTE4,LPR is running fine
WI-MilwaukeeConvention-FV2,LPR is running fine
MA-CityOfProv-GraceHall1Warr4,LPR is running fine
HI-PiikoiGarage-FV1-Warr,LPR is running fine
IL-WolfPoint-FV1-Mains,LPR is running fine
AZ-TheGrove-SPARE,LPR is running fine
PA-GatewayGarage-FV3,LPR is running fine
IL-RooseveltCollection-FV3-Warranty,LPR is restarting.....check!!!!
CO-Tabor-FV1Warr,LPR is running fine
VA-CoVA-RedGarage-FV1,
PK-PKDevWA3,
OH-TowerCity-FV12-West-4,
QA-testing-Polywell,
CA-101NBrand-FV3-Warr,
TX-707Redemption-FV4-War-LVL-5-NEST,
MI-FordBagley-FV1-Warranty,
PA-BethlehemNewSt-FV2,
MA-Columbus-LPRControllerWarr,
VA-CoVA-OrangeGarage-FV3,
Not-in-use-location/TBC-in-warehouse-2/8/24,
City-Of-Lexington-VicSqExit-LEXPARK,
FL-DestinFtWalton-FV6-SPARE,
CA-ScrippsMercy-FV6-fromCBX,
MI-458WLafayette-FV-Warranty,
IL-Millennium-FV1-Warranty,
00:e0:4d:73:12:14,
MA-MassGenHospital-FruitEntry,
2001709,
MA-MercantileCenter-CommercialStLeftExCONT,
"NY-KingsPlaza-FV1Warr-12,1,13",
MD-CRMC-FV3-Warranty,
Pk-J3-PKDevWA2,
OH-CincinnatiZoo-FV3Warr2,
PK-PKDevPA,
CA-BevConnect-FV3-Warranty,
2001691,
MA-MassGenHospital-YakeyEntry,
2001689,
OH-CincinnatiZoo-FV3-Warranty5,
FL-PortCanaveral-CT1-FV2-S,
MA-MercantileCenter-CommStreetRightEntryCONT,
PA-BethlehemNewSt-FV1,
MA-UNUM-FosterBackExitCont,
OH-TowerCity-FV4-Courthouse,
